ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateThisUpdate,DateOfDataset,Pop0-19ConstNum,Pop0-19ConstRate,Pop20-64ConstNum,Pop20-64ConstRate,Pop65ConstNum,Pop65ConstRate,PopTotalConstNum,Pop0-19RegNum,Pop0-19RegRate,Pop20-64RegNum,Pop20-64RegRate,Pop65RegNum,Pop65RegRate,PopTotalRegNum,Pop0-19UKNum,Pop0-19UKRate,Pop20-64UKNum,Pop20-64UKRate,Pop65UKNum,Pop65UKRate,PopTotalUKNum
E14000577,Bolsover,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,21468,0.223967951,55405,0.578020511,18980,0.198011539,95853,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000582,Boston and Skegness,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22359,0.215201448,57743,0.555766232,23796,0.22903232,103898,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000583,Bosworth,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22145,0.219520416,58082,0.575759078,20652,0.204720507,100879,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000607,Broxtowe,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,21046,0.216897518,56845,0.585837662,19141,0.19726482,97032,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000625,Charnwood,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22141,0.225440883,55623,0.566356453,20448,0.208202664,98212,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000632,Chesterfield,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,20295,0.216113472,54673,0.58219127,18941,0.201695258,93909,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000648,Corby,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,29108,0.252893136,66808,0.580434405,19184,0.166672459,115100,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000660,Daventry,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,21889,0.2298106,54334,0.570447673,19025,0.199741727,95248,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000662,Derby North,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24471,0.24146948,60617,0.598142922,16254,0.160387598,101342,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000663,Derby South,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,31975,0.285646647,64707,0.578055905,15257,0.136297448,111939,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000664,Derbyshire Dales,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,15938,0.20186949,43107,0.545989969,19907,0.252140541,78952,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000695,Erewash,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,21869,0.228330097,56106,0.585792144,17803,0.185877759,95778,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000707,Gainsborough,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,20680,0.219188536,51855,0.549614194,21813,0.23119727,94348,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000710,Gedling,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,21489,0.228276111,54812,0.582263959,17835,0.18945993,94136,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000714,Grantham and Stamford,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,25063,0.231678684,61078,0.564596044,22039,0.203725273,108180,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000728,Harborough,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24555,0.239628773,56705,0.553376077,21211,0.20699515,102471,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000748,High Peak,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,20350,0.222735432,53312,0.583512105,17702,0.193752463,91364,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000769,Kettering,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,23936,0.246902883,55872,0.576326783,17137,0.176770334,96945,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000782,Leicester East,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,30996,0.276150851,66207,0.589854156,15040,0.133994993,112243,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000783,Leicester South,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,31816,0.263956527,75794,0.628813208,12925,0.107230265,120535,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000784,Leicester West,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,28472,0.271485101,64903,0.618860548,11500,0.10965435,104875,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000792,Lincoln,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24997,0.228883008,67237,0.615650152,16979,0.15546684,109213,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000797,Loughborough,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,23939,0.231334918,63108,0.60984519,16435,0.158819891,103482,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000798,Louth and Horncastle,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,18657,0.191114708,50690,0.519247711,28275,0.289637582,97622,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000810,Mansfield,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24134,0.227909305,62246,0.58781978,19513,0.184270915,105893,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000814,Mid Derbyshire,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,18492,0.218112335,47467,0.559871199,18823,0.222016466,84782,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000829,Newark,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22523,0.22135409,57372,0.563847038,21856,0.214798872,101751,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000843,North East Derbyshire,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,18922,0.207858689,51030,0.560565949,21081,0.231575363,91033,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000858,North West Leicestershire,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22081,0.230293486,55356,0.57733464,18445,0.192371874,95882,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000861,Northampton North,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22326,0.252888406,51569,0.584126229,14389,0.162985365,88284,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000862,Northampton South,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24325,0.248292827,60520,0.61774643,13124,0.133960743,97969,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000865,Nottingham East,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24855,0.242013223,67922,0.661356754,9924,0.096630023,102701,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000866,Nottingham North,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,28611,0.291004699,55725,0.566783295,13982,0.142212006,98318,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000867,Nottingham South,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,26031,0.229856334,74131,0.654584146,13087,0.115559519,113249,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000908,Rushcliffe,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22082,0.228002065,55392,0.571935983,19376,0.200061951,96850,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000909,Rutland and Melton,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,23082,0.225315541,56915,0.555577248,22446,0.219107211,102443,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000924,Sherwood,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22127,0.228424247,55438,0.572304579,19303,0.199271173,96868,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000929,Sleaford and North Hykeham,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24978,0.218499598,62576,0.54739494,26762,0.234105462,114316,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000935,South Derbyshire,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,23605,0.239951613,57823,0.587787424,16946,0.172260963,98374,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000939,South Holland and The Deepings,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,22154,0.213144248,57374,0.551996844,24411,0.234858908,103939,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000940,South Leicestershire,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,24298,0.236919597,58983,0.57511847,19277,0.187961934,102558,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000942,South Northamptonshire,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,28100,0.250102355,65173,0.580068355,19081,0.16982929,112354,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001025,Wellingborough,E15000004,East Midlands,K02000001,UK,05/04/16,01/01/14,27048,0.249308705,61756,0.569221694,19688,0.181469601,108492,1086243,0.234234691,2692014,0.580499084,859156,0.185266225,4637413,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000531,Aldridge-Brownhills,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,17166,0.220824328,42763,0.550105485,17807,0.229070186,77736,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000560,"Birmingham, Edgbaston",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,26036,0.261368884,59229,0.594585098,14349,0.144046018,99614,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000561,"Birmingham, Erdington",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,27830,0.278389085,58133,0.581516085,14005,0.14009483,99968,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000562,"Birmingham, Hall Green",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,36787,0.311303112,67954,0.575048024,13430,0.113648865,118171,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000563,"Birmingham, Hodge Hill",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,46781,0.370220006,66901,0.52944761,12678,0.100332384,126360,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000564,"Birmingham, Ladywood",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,40032,0.296557497,85833,0.63585181,9124,0.067590693,134989,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000565,"Birmingham, Northfield",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,27780,0.271116967,58154,0.567549895,16531,0.161333138,102465,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000566,"Birmingham, Perry Barr",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,32055,0.293409611,63742,0.583450801,13453,0.123139588,109250,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000567,"Birmingham, Selly Oak",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,25007,0.235797196,66211,0.624319916,14835,0.139882889,106053,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000568,"Birmingham, Yardley",E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,32817,0.299490764,61730,0.563353289,15029,0.137155947,109576,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000605,Bromsgrove,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21157,0.221574069,53463,0.559909933,20865,0.218515997,95485,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000610,Burton,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,25157,0.240396376,61176,0.584588334,18315,0.175015289,104648,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000618,Cannock Chase,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,22754,0.230890217,58262,0.591198287,17533,0.177911496,98549,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000649,Coventry North East,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,32669,0.276691793,70393,0.596197171,15008,0.127111036,118070,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000650,Coventry North West,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,25219,0.236522734,64119,0.601356167,17286,0.162121098,106624,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000651,Coventry South,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,28260,0.250678589,68025,0.603411571,16449,0.145909841,112734,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000671,Dudley North,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20875,0.25137882,46564,0.560728306,15603,0.187892873,83042,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000672,Dudley South,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,19000,0.23665691,45192,0.562894688,16093,0.200448403,80285,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000722,Halesowen and Rowley Regis,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21313,0.239743979,50083,0.563369667,17503,0.196886354,88899,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000743,Hereford and South Herefordshire,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21924,0.221128437,56601,0.570885361,20621,0.207986202,99146,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000767,Kenilworth and Southam,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,17784,0.217307363,44783,0.54721523,19271,0.235477407,81838,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000791,Lichfield,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20719,0.219204604,52394,0.554322411,21406,0.226472984,94519,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000799,Ludlow,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,16504,0.19314897,45940,0.537643217,23003,0.269207813,85447,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000812,Meriden,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,27235,0.248839632,60791,0.555432717,21422,0.195727651,109448,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000818,Mid Worcestershire,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20810,0.215319668,54151,0.56029675,21686,0.224383581,96647,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000834,Newcastle-under-Lyme,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20075,0.220108547,54145,0.593662628,16985,0.186228825,91205,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000847,North Herefordshire,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,18118,0.205853614,47329,0.537743995,22567,0.256402391,88014,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000849,North Shropshire,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,23714,0.223182186,59668,0.561560035,22872,0.215257779,106254,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000854,North Warwickshire,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20579,0.226471365,52189,0.574338601,18100,0.199190034,90868,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000868,Nuneaton,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,22067,0.240706401,53642,0.585125878,15967,0.174167721,91676,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000892,Redditch,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21500,0.239016364,53230,0.59176005,15222,0.169223586,89952,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000905,Rugby,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,24045,0.242940136,56243,0.56825461,18687,0.188805254,98975,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000926,Shrewsbury and Atcham,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,23172,0.2242741,58557,0.566753775,21591,0.208972125,103320,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000931,Solihull,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,22990,0.228888314,55602,0.553573206,21850,0.21753848,100442,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000945,South Staffordshire,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,19600,0.203943603,54862,0.570854794,21643,0.225201602,96105,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000965,Stafford,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20760,0.216011487,56013,0.582825214,19333,0.201163299,96106,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000966,Staffordshire Moorlands,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,16150,0.207019433,43569,0.558491001,18293,0.234489566,78012,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000972,Stoke-on-Trent Central,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20280,0.240972445,51198,0.608348483,12681,0.150679072,84159,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000973,Stoke-on-Trent North,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,24187,0.248474451,56141,0.576739742,17014,0.174785807,97342,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000974,Stoke-on-Trent South,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21822,0.243207097,51600,0.575084145,16304,0.181708758,89726,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000975,Stone,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,17148,0.201456767,47455,0.557507049,20517,0.241036184,85120,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000976,Stourbridge,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,20939,0.233012842,50971,0.567214173,17952,0.199772985,89862,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000977,Stratford-on-Avon,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,18425,0.206817978,47905,0.537726742,22758,0.25545528,89088,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000985,Sutton Coldfield,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21558,0.22713193,52899,0.557336115,20457,0.215531955,94914,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000986,Tamworth,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,22627,0.236434311,55598,0.580955267,17476,0.182610422,95701,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000989,Telford,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,24170,0.263026161,54058,0.588277543,13664,0.148696296,91892,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14000992,The Wrekin,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,22413,0.241915638,53248,0.574734479,16987,0.183349883,92648,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001011,Walsall North,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,25407,0.264738981,54795,0.570959675,15768,0.164301344,95970,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001012,Walsall South,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,28576,0.284431704,56713,0.564493814,15178,0.151074482,100467,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001016,Warley,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,27090,0.285958579,54532,0.575632825,13112,0.138408597,94734,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001019,Warwick and Leamington,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,21490,0.216744496,62003,0.625351743,15656,0.157903761,99149,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001029,West Bromwich East,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,23490,0.26084639,51559,0.572540615,15004,0.166612995,90053,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
E14001030,West Bromwich West,E15000005,West Midlands,K02000001,UK,05/04/16,01/01/14,25042,0.268440404,54703,0.586394674,13542,0.145164921,93287,1402286,0.245443076,3281423,0.574349709,1029575,0.180207215,5713284,15259986,0.236234571,37930006,0.587181318,11406760,0.176584111,64596752
